"ac_id","ac_text","ac_type","annotator","timestamp"
"1","Impuestos a viviendas vacias","major claim","andres.segura","2023-01-05 18:12:41"
"2","se les ponga un impuesto que sea proporcional al tiempo que este desocupada esa vivienda.","claim","andres.segura","2023-01-05 18:12:41"
"3","Esta propuesta es para fomentar el alquiler de las viviendas vacias,","premise","andres.segura","2023-01-05 18:12:41"
"4","Estoy de acuerdo en multar a los bancos,","claim","andres.segura","2023-01-05 18:12:41"
"5","pero un ciudadano particular no debería de estar obligado a alquilar su casa aunque tenga mucha pasta","premise","andres.segura","2023-01-05 18:12:41"
"6","El que quiere alquilar su casa o venderla lo hace, pero con sus condiciones.","claim","andres.segura","2023-01-05 18:12:41"
"7","Bajarías el precio, efectivamente, pero obligarías a gente a pedir menos valor con tal de venderla o alquilarla a cualquier precio.","premise","andres.segura","2023-01-05 18:12:41"
"8","Esa situación no es buena en todos los casos.","claim","andres.segura","2023-01-05 18:12:41"
"9","Considero la vivienda como una necesidad, esta propuesta implicaria a todos, gente hay muy buena como mala, esto se solucionaría creando un registro de estas personas que destrozan las casas y se pidan informes para alquilar.","claim","andres.segura","2023-01-05 18:12:41"
"10","Bajaría sí el alquiler y la venta, pero de esta forma todo el mundo podría tener un techo.","premise","andres.segura","2023-01-05 18:12:41"
"11","Impuesto para todos y todas particulares, entidades financieras, administraciones públicas, .","claim","andres.segura","2023-01-05 18:12:41"
