"ac_id","ac_text","ac_type","annotator","timestamp"
"1","Creación de una nueva línea de metro circular","major claim","andres.segura","2023-03-29 12:01:35"
"2","Esta línea daría servicio a los barrios de Imperial, Arganzuela Entrevías, Madrid Este, Castilla y a la c Universitaria; a la zona de Madrid Río y a otras calles como Arturo Soria o Pablo Neruda.","premise","andres.segura","2023-03-29 12:01:35"
"3","Tendría una de las estaciones principales en el Intercambiador de Príncipe Pío.","premise","andres.segura","2023-03-29 12:01:35"
"4","Continuaría bajo el campo del moro y el Parque de Atenas.","premise","andres.segura","2023-03-29 12:01:35"
"5","Seguría por la calle Imperial con Ronda de Segovia para tener correspondencia con la futura estación de Cercanías Renfe que se construirá allí.","premise","andres.segura","2023-03-29 12:01:35"
"6","Continuará hasta la glorieta de Pirámides, donde tendrá otra estación.","premise","andres.segura","2023-03-29 12:01:35"
"7","Continuaría por el Paseo de las Yeserías hasta el Puente de Praga.","premise","andres.segura","2023-03-29 12:01:35"
"8","Bajo la calle Santa María de la cabeza, tendría otra estación, en la Glorieta de Santa María de la Cabeza,  y antes de llegar a la glorieta de Carlos V giraría para tomar la calle de Murcia y desembocar en la estación de Atocha.","premise","andres.segura","2023-03-29 12:01:35"
"9","Tras esto, continuaría por la calle Méndez Álvaro teniendo estaciones bajo la calle Comercio y en el Intercambiador de Méndez Álvaro.","premise","andres.segura","2023-03-29 12:01:35"
"10","Seguría hasta la calle San Diego y continuaría por esta hasta la Asamblea de Madrid,  donde habría otra estación.","premise","andres.segura","2023-03-29 12:01:35"
"11","Después, seguría por la calle Pablo Neruda, donde habría una estación bajo la Avenida Buenos Aires, y continuaría hasta la estación de Alto del Arenal, donde tendría correspondencia con la línea 1.","premise","andres.segura","2023-03-29 12:01:35"
"12","Seguría por la calle Fuente Carrantona, donde tendría una estación junto al puente sobre la A-3 Continuaría por esta calle pasando por la estación de Pavones y cruzando la Avenida del Doctor García Tapia, para llegar a la glorieta de Alsacia y tomar la calle de Hermanos García Noblejas.","premise","andres.segura","2023-03-29 12:01:35"
"13","Tras esto, tendría una estación junto a la calle Arcos de Jalón, continuaría hasta las estaciones de García Noblejas y Ciudad Lineal.","premise","andres.segura","2023-03-29 12:01:35"
