"ac_id","ac_text","ac_type","annotator","timestamp"
"1","Poner letreros de prohibido fumar en las marquesinas de los autobuse de Madrid","major claim","andres.segura","2023-01-20 19:16:07"
"2","Los/as fumadores nos atufan con cigarros y puros en las marquesinas de los autobuses, no te puedes resguardar de las inclemencias del tiempo a no ser que además te quieras tragar sus humos.","claim","andres.segura","2023-01-20 19:16:07"
"3","Un si rotundo, la verdad es que no se respeta nada la ley antitabaco, te encuentras personas en los andenes de atocha fumando sin ningún pudor,","claim","andres.segura","2023-01-20 19:16:07"
"4","debería poner el Ayuntamiento de Madrid o la Comunidad de Madrid policías municipales controlando que se cumpla la ley, y multas severas a quien la incumpla,","claim","andres.segura","2023-01-20 19:16:07"
"5","con los ingresos de las multas se podría crear una especie de inspectores parecido a los controladores de la hora que controlen en zonas públicas, como andenes de cercanías o paradas de autobuses aunque estén abiertas controlando los malos humos.","premise","andres.segura","2023-01-20 19:16:07"
"6","El problema es que fumador, prepotente y maleducado son palabras que suelen juntarse en una misma persona.","claim","andres.segura","2023-01-20 19:16:07"
"7","Hay que exigir cambios en la ley antitabaco para regular este tipo de abusos.","claim","andres.segura","2023-01-20 19:16:07"
"8","Pero antes hay que conseguir que se cumpla con rigor en los sitios donde las autoridades hacen la vista gorda hospitales terrazas ilegales y bares con salas camufladas.","premise","andres.segura","2023-01-20 19:16:07"
"9","Si la marquesina es pequeña o está cerrada en tres o más de sus cinco paredes el techo cuenta como pared se supone que no se puede.","claim","andres.segura","2023-01-20 19:16:07"
"10","Tendría que investigar pero creo que cualquier ciudad puede extender la ley antitabaco siempre que no entre en conflicto con la estatal.","claim","andres.segura","2023-01-20 19:16:07"
"11","Quiero decir, un ayuntamiento no puede permitir dejar fumar en un hospital, pero si puede añadir zonas donde prohibirlo.","premise","andres.segura","2023-01-20 19:16:07"
"12","No estoy seguro, repito que tendría que investigar.","premise","andres.segura","2023-01-20 19:16:07"
"13","Mire, cualquier no fumador tiene en sus espaldas una dilatada experiencia de oir a muchos fumadores decir que sí respetan a los demás, pero en cuanto hay oportunidad de observarlos in situ, hacen todo lo contrario.","claim","andres.segura","2023-01-20 19:16:07"
"14","Y esto es frecuentísimo, porque el criterio sobre el respeto en fumadores es muy, pero muy diferente.","premise","andres.segura","2023-01-20 19:16:07"
"15","Mi comentario va por todos los maleducados que no respetan.","premise","andres.segura","2023-01-20 19:16:07"
"16","Si usted se comporta como dice, no debería sentirse aludida.","premise","andres.segura","2023-01-20 19:16:07"
"17","No soy fumador pero agradezco que alguno se encienda un cigarrillo para que llegue antes el autobús.","claim","andres.segura","2023-01-20 19:16:07"
"18","Todo el que comienza una frase con no soy fumador, pero no soy racista, perooooo. » y a continuación argumenta lo contrario de lo que dice ser, ya sabemos lo que es.","claim","andres.segura","2023-01-20 19:16:07"
"19","Y además también sabemos que miente para parecer que sus argumentos tienen más fuerza, haciéndose pasar por lo que no es.","premise","andres.segura","2023-01-20 19:16:07"
"20","No entiendo por qué llamas mentiroso a alguien que ni siquiera conoces.","claim","andres.segura","2023-01-20 19:16:07"
"21","No solo hay que poner carteles de prohibido fumar, hay que prohibirlo de verdad, poniendo multas,","claim","andres.segura","2023-01-20 19:16:07"
"22","que es la única manera de que se acaten las normas.","premise","andres.segura","2023-01-20 19:16:07"
