"ac_id","ac_text","ac_type","annotator","timestamp"
"1","Digitalizar las calles","major claim","andres.segura","2023-03-23 20:18:56"
"2","Sustitución de denominaciones alfabéticas por numerales a las calles.","major claim","andres.segura","2023-03-23 20:18:56"
"3","El callejero de Madrid tiene más de 9000 denominaciones y las consultas a él a través de Internet superan la cifra de 36000 visitas al año.","claim","andres.segura","2023-03-23 20:18:56"
"4","Inmersos en el mundo informático, se hace preciso digitalizar las denominaciones a efectos de simplificar trámites y ahorrar tiempos, que repercutirá en la economía general.","claim","andres.segura","2023-03-23 20:18:56"
"5","Simplemente, al Listado nominal de calles actual habría que añadir a cada una el número de Distrito Municipal y la Clave de Calle ddcccc comenzando en su orden alfabético y numeral inferior para la clave,","premise","andres.segura","2023-03-23 20:18:56"
"6","ejemplo: a la actual calle a le correspondería 0001 como clave de calle, a la actual calle aa le sería 0002…","premise","andres.segura","2023-03-23 20:18:56"
"7","Para las calles que pertenecieran a más de un Distrito Municipal, podrían tener un único cccc ya que el Distrito municipal las diferenciaría.","premise","andres.segura","2023-03-23 20:18:56"
"8","Este nuevo Callejero habría de mantenerse en Internet a disposición de la ciudadanía.","claim","andres.segura","2023-03-23 20:18:56"
"9","Luego se mandaría carta a cada representante de cada una de las fincas con la comunicación de que, de forma muy visible, se colocase cartel con el nuevo número de finca ddcccc   en la entrada de portal o lugar de acceso principal.","claim","andres.segura","2023-03-23 20:18:56"
"10","Además de consabidos anuncios a la ciudadanía a través de los medios, la placas actuales en calles con la denominación nominal permanecerían un tiempo antes de ser eliminadas físicamente.","premise","andres.segura","2023-03-23 20:18:56"
"11","¿Importante ahorro de espacio en ficheros y su tratamiento informático De verdad? o no se dedica a este sector o no conoce bien el peso que tiene un string.","claim","andres.segura","2023-03-23 20:18:56"
"12","Pueden convivir ambos systemas, no es necesario quitar uno para implanter el otro.","claim","andres.segura","2023-03-23 20:18:56"
"13","Efectivamente tienes toda la razón y así lo he previsto para la etapa de adaptación.","claim","andres.segura","2023-03-23 20:18:56"
"14","El pensar en suprimir más tarde las placas de las calles es para ver de quitarnos la eterna lucha de los nombres, que incordian a muchos y pagamos los gastos todos.","premise","andres.segura","2023-03-23 20:18:56"
"15","Disculpeme pero me parece una propuesta sin sentido práctico, olvidar los nombre para memorizar números, y que le quita toda la belleza a la dirección.","claim","andres.segura","2023-03-23 20:18:56"
"16","En mi opinión es una horterada eso de la 5ª avenida con la 43.","premise","andres.segura","2023-03-23 20:18:56"
"17","Informáticamente, en los ficheros ¿cuántos espacios se necesitan para anotar con letras Islas Hébridas o Nuestra Señora de la Consolación? : Numéricamente serían 4 ampliable a 5 en cada caso si las traducimos a numerales. º En ficheros manuales ¿no es más sencillos de ordenar carpetas a base de numerales que hacerlo peleándonos con las 28 letras alfabéticas º Cuando tome un taxi y le indique la dirección ¿no preferirá el conductor teclear 4 números en su navegador que andar tecleando textos? También los conductores que están detrás del taxi, esperando.","claim","andres.segura","2023-03-23 20:18:56"
"18","Informáticamente el nombre de las calles que ha puesto no llegan a ocupar 30 bytes, lo que comprenderá que es un espacio pírrico en comparación con los sistemas de almacenamiento actuales, que además crecen de manera exponencial y no lineal, por cualidades de la física.","claim","andres.segura","2023-03-23 20:18:56"
"19","Como comprenderá es despreciable el ahorro en almacenamiento.","premise","andres.segura","2023-03-23 20:18:56"
"20","Como comprenderá no es un problema grave la ordenación ya que hoy en día se realiza de manera automática, el propio sistema te dice el lugar donde debe ocuparse, y si no es así, sistemas de almacenamiento primitivos o anticuados, no creo que suponga mucho problema a una persona acostumbrada a ello, al igual que si usted revisa el diccionario impreso frecuentemente sabrá que es muy fácil encontrar las palabras buscadas, la práctica es lo que tiene jeje.","premise","andres.segura","2023-03-23 20:18:56"
"21","Por último y no menos importante los taxistas tienen examen para sacar su licencia y la práctica por el uso diario del callejero.","claim","andres.segura","2023-03-23 20:18:56"
"22","Como todo siempre hay alguna calle que se les puede escapar.","premise","andres.segura","2023-03-23 20:18:56"
"23","Pero eso no es fallo del sistema sino del taxista.","claim","andres.segura","2023-03-23 20:18:56"
"24","Además los gps actuales ya reconocen los comandos por voz, por lo que sigo sin verle las ventajas a lo que porpone.","premise","andres.segura","2023-03-23 20:18:56"
"25","Con respecto al dinero empleado en el cambio de nombre sería el mismo, ya que no se cobra por caracter que se cambia sino por el cambio en sí.","claim","andres.segura","2023-03-23 20:18:56"
"26","Para nasa va de hablar de cobrar por carácter, no es un telegrama, está referido al espacio total que ocupan el nombre de calles en ficheros y su tratamiento.","claim","andres.segura","2023-03-23 20:18:56"
"27","Parece que no me ha entendido.","claim","andres.segura","2023-03-23 20:18:56"
"28","Claro que no es un telegrama, me referia al coste de cambio de nombre que ha puesto usted.","claim","andres.segura","2023-03-23 20:18:56"
"29","Como guinda de regalo, al ser numerales nos evitaríamos gastos sinos cambian el nombre de la calle.","premise","andres.segura","2023-03-23 20:18:56"
"30","Además, le he explicado el espacio que ocupa en ficheros, que no es ni apreciable.","premise","andres.segura","2023-03-23 20:18:56"
"31","Tomar el Callejero, abrir una columna y numerar las calles lleva, digamos ¿diez minutos? y luego, como gasto real, la comunicación a las fincas, por correo de papel.","claim","andres.segura","2023-03-23 20:18:56"
"32","Con esto no le quito la razón a usted,","claim","andres.segura","2023-03-23 20:18:56"
"33","pero me hace desconfiar de sus razonamientos al pensar que los que nos reíamos del teléfono móvil entonces lo estamos usando ahora.","premise","andres.segura","2023-03-23 20:18:56"
"34","Ya lo han comentado anteriormente que pueden coexistir ambos sistemas,","claim","andres.segura","2023-03-23 20:18:56"
"35","pero tratamos de facilitarnos la vida, simplificando.","premise","andres.segura","2023-03-23 20:18:56"
"36","Lo de belleza de la dirección no siempre se cumple, que le puedo citar unos cuantos ejemplos de padecerlo.","claim","andres.segura","2023-03-23 20:18:56"
"37","Tampoco sería horterada ya que no es igual al modelo que cita.","premise","andres.segura","2023-03-23 20:18:56"
"38","Como guinda de regalo, al ser numerales nos evitaríamos gastos sinos cambian el nombre de la calle, y no digo cuando tomemos una dirección de nuestra agenda y tratemos de buscar el nombre de una calle que ya ha desaparecido como tal.","claim","andres.segura","2023-03-23 20:18:56"
