"ar_id","ac_id1","ac_id2","rel_type","rel_intent","annotator","timestamp"
"1","3","4","consequence: result","support","andres.segura","2023-01-04 21:14:08"
"2","7","8","contrast: opposition","attack","andres.segura","2023-01-04 21:14:08"
"3","9","10","contrast: concession","attack","andres.segura","2023-01-04 21:14:08"
"4","11","12","consequence: goal","support","andres.segura","2023-01-04 21:14:08"
"5","13","14","cause: reason","support","andres.segura","2023-01-04 21:14:08"
"6","17","18","consequence: result","support","andres.segura","2023-01-04 21:14:08"
"7","18","19","contrast: opposition","attack","andres.segura","2023-01-04 21:14:08"
"8","20","21","cause: reason","support","andres.segura","2023-01-04 21:14:08"
"9","20","22","contrast: alternative","support","andres.segura","2023-01-04 21:14:08"
"10","23","24","elaboration: precision","support","andres.segura","2023-01-04 21:14:08"
"11","25","26","contrast: concession","support","andres.segura","2023-01-04 21:14:08"
"12","27","28","elaboration: addition","support","andres.segura","2023-01-04 21:14:08"
"13","29","30","contrast: concession","attack","andres.segura","2023-01-04 21:14:08"
"14","31","32","consequence: result","support","andres.segura","2023-01-04 21:14:08"
"15","39","40","contrast: opposition","attack","andres.segura","2023-01-04 21:14:08"
"16","40","41","elaboration: addition","support","andres.segura","2023-01-04 21:14:08"
"17","42","43","elaboration: precision","support","andres.segura","2023-01-04 21:14:08"
"18","44","45","contrast: concession","support","andres.segura","2023-01-04 21:14:08"
"19","45","46","elaboration: precision","support","andres.segura","2023-01-04 21:14:08"
"20","48","49","elaboration: precision","support","andres.segura","2023-01-04 21:14:08"
"21","49","50","contrast: concession","attack","andres.segura","2023-01-04 21:14:08"
"22","49","51","elaboration: addition","support","andres.segura","2023-01-04 21:14:08"
"23","48","52","contrast: opposition","attack","andres.segura","2023-01-04 21:14:08"
"24","52","53","cause: reason","support","andres.segura","2023-01-04 21:14:08"
"25","59","60","cause: reason","support","andres.segura","2023-01-04 21:14:08"
"26","60","61","contrast: opposition","attack","andres.segura","2023-01-04 21:14:08"
"27","61","62","elaboration: similarity","support","andres.segura","2023-01-04 21:14:08"
"28","63","64","cause: reason","support","andres.segura","2023-01-04 21:14:08"
"29","68","69","contrast: concession","support","andres.segura","2023-01-04 21:14:08"
"30","70","71","elaboration: addition","support","andres.segura","2023-01-04 21:14:08"
"31","72","73","contrast: alternative","support","andres.segura","2023-01-04 21:14:08"
"32","80","81","elaboration: addition","support","andres.segura","2023-01-04 21:14:08"
"33","83","84","elaboration: similarity","support","andres.segura","2023-01-04 21:14:08"
"34","86","87","contrast: opposition","attack","andres.segura","2023-01-04 21:14:08"
"35","87","88","consequence: result","support","andres.segura","2023-01-04 21:14:08"
"36","91","92","cause: reason","support","andres.segura","2023-01-04 21:14:08"
"37","95","96","clarification: restatement","support","andres.segura","2023-01-04 21:14:08"
"38","97","98","contrast: opposition","attack","andres.segura","2023-01-04 21:14:08"
"39","98","99","consequence: goal","support","andres.segura","2023-01-04 21:14:08"
"40","100","101","contrast: opposition","attack","andres.segura","2023-01-04 21:14:08"
"41","103","104","elaboration: addition","support","andres.segura","2023-01-04 21:14:08"
"42","105","106","contrast: alternative","attack","andres.segura","2023-01-04 21:14:08"
"43","106","107","consequence: explanation","support","andres.segura","2023-01-04 21:14:08"
"44","105","108","clarification: conclusion","support","andres.segura","2023-01-04 21:14:08"
"45","109","110","cause: reason","support","andres.segura","2023-01-04 21:14:08"
"46","111","112","elaboration: addition","support","andres.segura","2023-01-04 21:14:08"
"47","113","114","cause: reason","support","andres.segura","2023-01-04 21:14:08"
"48","118","119","contrast: opposition","attack","andres.segura","2023-01-04 21:14:08"
"49","119","120","elaboration: precision","support","andres.segura","2023-01-04 21:14:08"
"50","120","121","contrast: concession","attack","andres.segura","2023-01-04 21:14:08"
"51","134","135","elaboration: addition","support","andres.segura","2023-01-04 21:14:08"
"52","140","141","consequence: explanation","support","andres.segura","2023-01-04 21:14:08"
"53","141","142","contrast: opposition","attack","andres.segura","2023-01-04 21:14:08"
"54","147","148","contrast: alternative","attack","andres.segura","2023-01-04 21:14:08"
"55","148","149","elaboration: addition","support","andres.segura","2023-01-04 21:14:08"
"56","150","151","contrast: concession","support","andres.segura","2023-01-04 21:14:08"
"57","156","157","cause: reason","support","andres.segura","2023-01-04 21:14:08"
"58","159","160","elaboration: addition","support","andres.segura","2023-01-04 21:14:08"
"59","162","163","cause: reason","support","andres.segura","2023-01-04 21:14:08"
"60","166","167","contrast: opposition","attack","andres.segura","2023-01-04 21:14:08"
"61","172","173","consequence: result","support","andres.segura","2023-01-04 21:14:08"
