"ar_id","ac_id1","ac_id2","rel_type","rel_intent","annotator","timestamp"
"1","3","4","clarification: restatement","support","andres.segura","2023-03-13 18:03:30"
"2","6","7","contrast: opposition","attack","andres.segura","2023-03-13 18:03:30"
"3","8","9","contrast: opposition","attack","andres.segura","2023-03-13 18:03:30"
"4","10","11","contrast: opposition","attack","andres.segura","2023-03-13 18:03:30"
"5","13","14","consequence: explanation","support","andres.segura","2023-03-13 18:03:30"
"6","13","15","contrast: concession","support","andres.segura","2023-03-13 18:03:30"
"7","18","19","contrast: opposition","attack","andres.segura","2023-03-13 18:03:30"
"8","21","22","consequence: result","support","andres.segura","2023-03-13 18:03:30"
"9","22","23","contrast: opposition","attack","andres.segura","2023-03-13 18:03:30"
"10","24","25","consequence: result","support","andres.segura","2023-03-13 18:03:30"
"11","27","28","elaboration: addition","support","andres.segura","2023-03-13 18:03:30"
"12","30","31","clarification: conclusion","support","andres.segura","2023-03-13 18:03:30"
"13","33","34","contrast: opposition","attack","andres.segura","2023-03-13 18:03:30"
"14","35","36","cause: reason","support","andres.segura","2023-03-13 18:03:30"
