"ac_id","ac_text","ac_type","annotator","timestamp"
"1","Libertad horaria para locales de ocio/discotecas.","major claim","andres.segura","2023-03-13 18:03:30"
"2","Todas las grandes ciudades europeas comparten este rasgo en su ocio nocturno/ matinal: l libertad horaria controlada mediante licencias para cada franja horaria.","claim","andres.segura","2023-03-13 18:03:30"
"3","CReo que la propuesta va en contra de lo que dice usted, o yo la he entendido al reves.","claim","andres.segura","2023-03-13 18:03:30"
"4","No es para quitar música en los bares sino para ponerla legalmete a cualquier hora.","premise","andres.segura","2023-03-13 18:03:30"
"5","Pienso que Madrid debería tener más bares y restaurantes abiertos las 24 horas.","claim","andres.segura","2023-03-13 18:03:30"
"6","Son propuestas complementarias, estamos de acuerdo en que existan bares y restaurantes las 24 horas,","claim","andres.segura","2023-03-13 18:03:30"
"7","pero por supuesto respetando el descanso de los vecinos.","premise","andres.segura","2023-03-13 18:03:30"
"8","Que puedan ser complementarias no lo dudo,","claim","andres.segura","2023-03-13 18:03:30"
"9","pero que dicen cosas distintas creo que también.","premise","andres.segura","2023-03-13 18:03:30"
"10","Muchos vecinos trabajamos todo el día y regresamos a nuestras casas para descansar.","claim","andres.segura","2023-03-13 18:03:30"
"11","Muchas veces esto es imposible porque la ley actual permite que se ponga la música alta a horas poco apropiadas.","premise","andres.segura","2023-03-13 18:03:30"
"12","No creo que su propuesta sea complementaria, al contrario; su propuesta es el enemigo de ésta propuesta ya que pretende que por las noches se ponga la música baja en las discotecas, y eso es matar las discotecas y acabar con un montón de puestos de trabajo de todos los que trabajamos de noche.","claim","andres.segura","2023-03-13 18:03:30"
"13","Lo que no se puede pretender es matar la vida nocturna de una capital que genera tantos ingresos y que además también atrae al turismo.","claim","andres.segura","2023-03-13 18:03:30"
"14","Una discoteca con menos de 100 db es una discoteca muerta porque se oiría más el murmullo de la gente que la música, las discotecas necesitan un volumen para funcionar.","premise","andres.segura","2023-03-13 18:03:30"
"15","Eso si, estoy de acuerdo en que estén correctamente insonorizadas, pero me preocupa la gente que pone denuncias al más mínimo ruido.","premise","andres.segura","2023-03-13 18:03:30"
"16","Señores, para el silencio y tranquilidad total por las noches existe el campo, no creo que una capital sea el lugar adecuado para eso.","claim","andres.segura","2023-03-13 18:03:30"
"17","Ah y por cierto, los tapones no paran el ruido de bajos.","claim","andres.segura","2023-03-13 18:03:30"
"18","Yo también estoy a favor de la vida nocturna, tengo 30 años y salgo por las noches,","claim","andres.segura","2023-03-13 18:03:30"
"19","pero con insonorizaciones en condiciones, que en muchos casos dado el elevado coste, los locales pequeños no se pueden permitir.","premise","andres.segura","2023-03-13 18:03:30"
"20","Sinceramente, no creo que el problema del paro en España sea de los puestos de trabajo que genera la vida nocturna, por mucho que el suyo este relacionado con la misma.","claim","andres.segura","2023-03-13 18:03:30"
"21","Cuando las personas carecen de la posibilidad de estar en un local, lo hacen en la calle.","claim","andres.segura","2023-03-13 18:03:30"
"22","Dar la posibilidad de un horario ampli que se ajuste a le normativa sobre ruido es una buena opción.","premise","andres.segura","2023-03-13 18:03:30"
"23","Pero esas medidas deben ir de la mano.","premise","andres.segura","2023-03-13 18:03:30"
"24","Libertad para elegir cuando volvemos a casa, y también para respetar el descanso de los demás.","claim","andres.segura","2023-03-13 18:03:30"
"25","Se generaría más empleo, y menos ruido y suciedad en la vía pública si se hace crrectamente.","premise","andres.segura","2023-03-13 18:03:30"
"26","Estaría bien, pero Madrid ya tiene una vida nocturna envidiable.","claim","andres.segura","2023-03-13 18:03:30"
"27","Madrid tiene una vida nocturna que da risa.","claim","andres.segura","2023-03-13 18:03:30"
"28","Cada vez menos locales abren hasta las 6 por no hablar sitios con música que abran después, totalmente criminalizados.","premise","andres.segura","2023-03-13 18:03:30"
"29","Muchos artistas y DJs de prestigio no tienen interés en venir a Madrid.","claim","andres.segura","2023-03-13 18:03:30"
"30","Os recuerdo que en muchas ciudades europeas las discotecas no cierran hasta la mañana del día siguiente y tienen un sistema de sonido envidiable.","claim","andres.segura","2023-03-13 18:03:30"
"31","La clave es encontrar los espacios adecuados e instalar los aislamientos de ruido adecuados.","premise","andres.segura","2023-03-13 18:03:30"
"32","Yo he vivido en Londres varios años y la vida nocturna termina a las 4 de la mañana.","claim","andres.segura","2023-03-13 18:03:30"
"33","Aquí siempre encuentras algún sitio hasta las 6","claim","andres.segura","2023-03-13 18:03:30"
"34","Pero deberían de derrogar la normativa de Ana Botella y que se ampliaran los horarios de bares, pubs y discotecas.","premise","andres.segura","2023-03-13 18:03:30"
"35","Madrid ya no es lo que era.","claim","andres.segura","2023-03-13 18:03:30"
"36","Los lateros campan a sus anchas y huestes de personas beben en las calles, mientras se criminaliza a los bares.","premise","andres.segura","2023-03-13 18:03:30"
