"ac_id","ac_text","ac_type","annotator","timestamp"
"1","Restablecer iluminación en carreteras","major claim","andres.segura","2023-01-09 21:19:16"
"2","Hace unos años el ayuntamiento decidió apagar farolas en distintas zonas de carretera","claim","andres.segura","2023-01-09 21:19:16"
"3","para así poder ahorrar en la factura de la luz.","premise","andres.segura","2023-01-09 21:19:16"
"4","Creo que se debería restablecer la iluminación en estos puntos.","claim","andres.segura","2023-01-09 21:19:16"
"5","Creo que es bastante importante que las carreteras de nuestra ciudad estén bien iluminadas, sobre todo en tramos de gran afluencia de tráfico.","claim","andres.segura","2023-01-09 21:19:16"
"6","Mi propuesta es la de restablecer la iluminación en las zonas donde fue suprimida.","claim","andres.segura","2023-01-09 21:19:16"
"7","Es cierto que puede haber zonas o franjas horarias con muy poco tráfico, para lo cual se podría establecer un horario de iluminación,","premise","andres.segura","2023-01-09 21:19:16"
"8","como por ejemplo, mantener las farolas encendidas hasta las 0.30h y apagarlas de nuevo hasta primera hora de la mañana las 6.00h,","premise","andres.segura","2023-01-09 21:19:16"
"9","por ejemplo cuando el tráfico vuelva a intensificarse.","premise","andres.segura","2023-01-09 21:19:16"
"10","Incluso propondría dentro de esta propuesta que se abasteciera con energías renovables,","claim","andres.segura","2023-01-09 21:19:16"
"11","preferentemente pequeñas placas solares en cada farola.","premise","andres.segura","2023-01-09 21:19:16"
"12","O encender una farola de cada dos, pero en toda la autopista.","claim","andres.segura","2023-01-09 21:19:16"
"13","La seguridad mejora en carreteras sin iluminación externa,","claim","andres.segura","2023-01-09 21:19:16"
"14","ya que los conductores centran la atención en lo que importa: la carretera y los coches, que quedan suficientemente iluminados con los faros de los coches.","premise","andres.segura","2023-01-09 21:19:16"
"15","Países más seguros como Alemania, Reino Unido, etc. , no tienen iluminación alguna en las carreteras.","premise","andres.segura","2023-01-09 21:19:16"
"16","Es un tema que hay que estudiar con cuidado, varios estudios indican que en las autopistas, por ejemplo, hay más accidentes cuando hay luz.","claim","andres.segura","2023-01-09 21:19:16"
"17","La regulación por horarios es una opción,","claim","andres.segura","2023-01-09 21:19:16"
"18","pero hay que dealizarlo de manera científica: .","premise","andres.segura","2023-01-09 21:19:16"
"19","Creo que es de vital importancia","claim","andres.segura","2023-01-09 21:19:16"
"20","pues hay muchos tramos de carreteras y vías en las que es muy peligroso circular por su poca visibilidad","premise","andres.segura","2023-01-09 21:19:16"
"21","y más aun cuando existe ya la iluminación instalada hace tiempo.","premise","andres.segura","2023-01-09 21:19:16"
"22","1 En la M40 no hay iluminación debido a que cuando se construyó, Fomento hacía la autopista y los Ayuntamientos de Madrid y Pozuelo ejecutaban al alumbrado y su mantenimiento pasando la factura a Fomento, pues bien el Ministerio no paga y el Ayuntamiento de Madrid ha cortado la luz.","claim","andres.segura","2023-01-09 21:19:16"
"23","En la zona de Pozuelo de momento hay alumbrado.","claim","andres.segura","2023-01-09 21:19:16"
"24","Pero el principal problema es, por ejemplo, la m31 donde está totalmente a oscuras.","claim","andres.segura","2023-01-09 21:19:16"
"25","La razón muy simple, han desvalijado el centro de transformación, no quedan ni las puertas.","premise","andres.segura","2023-01-09 21:19:16"
"26","No habrá luz, pero tampoco funcionan los radares.","claim","andres.segura","2023-01-09 21:19:16"
