"ar_id","ac_id1","ac_id2","rel_type","rel_intent","annotator","timestamp"
"1","2","3","consequence: result","support","andres.segura","2023-03-29 11:15:04"
"2","5","6","consequence: result","support","andres.segura","2023-03-29 11:15:04"
"3","8","9","elaboration: precision","support","andres.segura","2023-03-29 11:15:04"
"4","8","10","elaboration: precision","support","andres.segura","2023-03-29 11:15:04"
"5","8","11","elaboration: similarity","support","andres.segura","2023-03-29 11:15:04"
"6","12","13","clarification: conclusion","support","andres.segura","2023-03-29 11:15:04"
"7","14","15","cause: condition","support","andres.segura","2023-03-29 11:15:04"
"8","15","16","consequence: result","support","andres.segura","2023-03-29 11:15:04"
"9","17","18","cause: reason","support","andres.segura","2023-03-29 11:15:04"
"10","18","19","consequence: result","support","andres.segura","2023-03-29 11:15:04"
"11","21","22","consequence: result","support","andres.segura","2023-03-29 11:15:04"
"12","21","23","contrast: alternative","attack","andres.segura","2023-03-29 11:15:04"
"13","21","24","clarification: conclusion","support","andres.segura","2023-03-29 11:15:04"
"14","30","31","consequence: result","support","andres.segura","2023-03-29 11:15:04"
"15","32","33","elaboration: similarity","support","andres.segura","2023-03-29 11:15:04"
"16","35","36","consequence: explanation","support","andres.segura","2023-03-29 11:15:04"
"17","37","38","elaboration: addition","support","andres.segura","2023-03-29 11:15:04"
"18","39","39","contrast: opposition","attack","andres.segura","2023-03-29 11:15:04"
"19","39","40","contrast: concession","attack","andres.segura","2023-03-29 11:15:04"
