"ac_id","ac_text","ac_type","annotator","timestamp"
"1","No a la construcción de 1200 viviendas sociales de la EMVS en el Cañaveral","major claim","andres.segura","2023-03-23 21:23:42"
"2","La vivienda social debe repartirse equitativamente entre todos los barrios de Madrid que ya están consolidados y disponen de los recursos y servicios necesarios para garantizar la integración social.","claim","andres.segura","2023-03-23 21:23:42"
"3","Esperamos que el ayuntamiento se conciencie de la barbaridad que son 1200 viviendas.","claim","andres.segura","2023-03-23 21:23:42"
"4","Cuando hay más barrios de la capital que no tienen o no tienen tantisimos.","premise","andres.segura","2023-03-23 21:23:42"
"5","Y cuando hay miles de viviendas sin ocupar por todo Madrid!.","premise","andres.segura","2023-03-23 21:23:42"
"6","El Cañaveral pertenece al distrito de Vicálvaro.","claim","andres.segura","2023-03-23 21:23:42"
"7","Ya que miras un plano, hazlo bien.","premise","andres.segura","2023-03-23 21:23:42"
"8","Mire usted, la vivienda social es responsabilidad de todos los barrios y no solo de algunos.","claim","andres.segura","2023-03-23 21:23:42"
"9","Concentrar viviendas sociales en solo algunos barrios de Madrid es marginar a esos barrios y a los beneficiarios de las viviendas sociales.","premise","andres.segura","2023-03-23 21:23:42"
"10","Este tipo de ayuda social debe distribuirse de forma equitativa entre todos los distritos.","claim","andres.segura","2023-03-23 21:23:42"
"11","No es justo ayudar a quienes no tienen recursos a costa de que los mismos soporten las consecuencias.","claim","andres.segura","2023-03-23 21:23:42"
"12","Y si alguien piensa que la integración de unos no tiene consecuencias para otros es porque, seguramente, no ha tenido que convivir en esas circunstancias.","premise","andres.segura","2023-03-23 21:23:42"
"13","Con medidas de este tipo solo consiguen más crispación social y fomentar la desigualdad y las diferencias entre las clases sociales.","claim","andres.segura","2023-03-23 21:23:42"
"14","Si quieren igualdad e integración empiecen por repartir la carga de forma justa.","premise","andres.segura","2023-03-23 21:23:42"
"15","Unzu, estoy de acuerdo contigo, vivienda social en todos los barrios pero ya consolidados.","claim","andres.segura","2023-03-23 21:23:42"
"16","El cañaveral carece de servicios y dotaciones,","claim","andres.segura","2023-03-23 21:23:42"
"17","pero no olvides que es distrito de Vicalvaro y aquí tenemos unas cuantas viviendas sociales.","premise","andres.segura","2023-03-23 21:23:42"
"18","En el resto de distritos no pueden decir lo mismo.","claim","andres.segura","2023-03-23 21:23:42"
"19","En Vicalvaro hay mucha vivienda social.","claim","andres.segura","2023-03-23 21:23:42"
