"ac_id","ac_text","ac_type","annotator","timestamp"
"1","Pago con tarjeta en autobuses EMT","major claim","andres.segura","2023-01-06 16:02:38"
"2","En pleno siglo XXI solo puedes comprar un billete sencillo de autobús urbano si dispones de efectivo o un billete inferior a 10 euros, es necesario que se permita el pago con tarjeta.","claim","andres.segura","2023-01-06 16:02:38"
"3","El pago con tarjeta ya está implantado en la línea 27 y en la línea exprés que va al Aeropuerto.","claim","andres.segura","2023-01-06 16:02:38"
"4","Por otra parte, a partir de mayo comenzará el proceso para sustituir todas las máquinas validadoras de la flota de autobuses y poder pagar con tarjeta.","premise","andres.segura","2023-01-06 16:02:38"
"5","Me parece bien, pero ralentizara más el servicio.","claim","andres.segura","2023-01-06 16:02:38"
"6","Si para billete a veces parecen los tiempos de Paco Martínez Soria, con tarjeta ni te cuento.","claim","andres.segura","2023-01-06 16:02:38"
"7","Por defecto los bancos permiten un importe fuera de línea.","claim","andres.segura","2023-01-06 16:02:38"
"8","Es decir, si el datáfono no funciona autorizan la operación.","premise","andres.segura","2023-01-06 16:02:38"
"9","Cuando esté en linea el datáfono manda esas operaciones y se cargan a las tarjetas, sino tuvieran saldo lo cargarían en el momento de tenerlo.","premise","andres.segura","2023-01-06 16:02:38"
"10","Eso si, el datáfono debe estar configurado para ello y entiendo que lo harán así, dado que así será.","premise","andres.segura","2023-01-06 16:02:38"
"11","Entonces bien, lo digo porque el único medio de transporte que se puede calcular lo que vas a tardar es el metro el autobús depende de que suba una persona u otra con dificultades de que haga paradas de los semáforos de los atascos los taxistas en fin por eso si se pudiera agilizar quitando alguna parada o el sistema de pago genial gracias Jorge.","claim","andres.segura","2023-01-06 16:02:38"
"12","Yo lo tengo desactivado porque me parece muy inseguro pero sería similar a pasar el abono nuevo.","claim","andres.segura","2023-01-06 16:02:38"
