"ac_id","ac_text","ac_type","annotator","timestamp"
"1","Que los niños de la pública utilicen instalaciones de colegios concertados","major claim","andres.segura","2023-01-06 15:52:45"
"2","Puesto que estos colegios reciben una subvención estatal, y dado que las instalaciones de muchos colegios públicos no son ni parecidas deberían de compartir las instalaciones.","premise","andres.segura","2023-01-06 15:52:45"
"3","Como actividad extraescolar de natación, hay compañeros de mis hijos que se van en autocar a una piscina privada, cuando podrían ir andando a la del colegio concertado.","claim","andres.segura","2023-01-06 15:52:45"
"4","No veo el problema, y si al colegio concertado no le gusta, pues que sea un colegio privado, no concertado, como al que van las hijas de Juanle.","claim","andres.segura","2023-01-06 15:52:45"
"5","Pues oiga, apúntelo al concertado y pague por esos servicios, pero claro, es mejor que sean otros quienes lo paguen.","claim","andres.segura","2023-01-06 15:52:45"
"6","En teoría, en un colegio concertado no pueden obligarnos a pagar más que en uno público.","claim","andres.segura","2023-01-06 15:52:45"
"7","Las subvenciones a los colegios concertados las pagamos entre todos, eso sí, vayamos o no vayamos.","premise","andres.segura","2023-01-06 15:52:45"
"8","Y los públicos también los pagados entre todos. Acaso se les olvida.","claim","andres.segura","2023-01-06 15:52:45"
"9","Los colegios concertados reciben una parte en subvenciones pero los públicos son el 100 subvencionados por Dios!","claim","andres.segura","2023-01-06 15:52:45"
"10","Además, el colegio concertado se copaga por los padres que inscriben allí a sus niños.","premise","andres.segura","2023-01-06 15:52:45"
"11","Eso es como si ahora se propone que las personas que se apunten a polideportivos municipales tienen que tener derecho a utilizar las instalaciones de gimnasios privados.","claim","andres.segura","2023-01-06 15:52:45"
"12","Para eso que se utilicen las instalaciones de un polideportivo municipal.","claim","andres.segura","2023-01-06 15:52:45"
"13","Solo hay dos polideportivos en el distrito y uno está privatizado y no quiere cumplir con sus obligaciones.","claim","andres.segura","2023-01-06 15:52:45"
