"ar_id","ac_id1","ac_id2","rel_type","rel_intent","annotator","timestamp"
"1","3","4","consequence: result","support","andres.segura","2023-03-23 22:27:47"
"2","8","9","consequence: explanation","support","andres.segura","2023-03-23 22:27:47"
"3","11","12","elaboration: addition","support","andres.segura","2023-03-23 22:27:47"
"4","11","13","clarification: conclusion","support","andres.segura","2023-03-23 22:27:47"
"5","14","15","elaboration: addition","support","andres.segura","2023-03-23 22:27:47"
"6","17","18","contrast: opposition","attack","andres.segura","2023-03-23 22:27:47"
"7","21","22","consequence: result","support","andres.segura","2023-03-23 22:27:47"
"8","25","26","cause: reason","support","andres.segura","2023-03-23 22:27:47"
"9","25","27","cause: reason","support","andres.segura","2023-03-23 22:27:47"
"10","27","28","clarification: exemplification","support","andres.segura","2023-03-23 22:27:47"
"11","28","29","elaboration: addition","support","andres.segura","2023-03-23 22:27:47"
