"ac_id","ac_text","ac_type","annotator","timestamp"
"1","Concienciación en colegios para el respeto por los animales","major claim","andres.segura","2023-03-09 19:20:03"
"2","Programa de concienciación en colegios coordinado por expertos en la lucha contra el maltrato animal y abandono.","claim","andres.segura","2023-03-09 19:20:03"
"3","Programa similar al de educación por la ciudadanía  para que desde las aulas se tome conciencia de lo importante que es  saber respetar al resto de animales.","premise","andres.segura","2023-03-09 19:20:03"
"4","Se trabajará por tanto, por una generación de grandes personas.","premise","andres.segura","2023-03-09 19:20:03"
"5","El programa se organizará a través de protectoras expertas en la lucha contra el maltrato animal y el abandono.","premise","andres.segura","2023-03-09 19:20:03"
"6","Se enseñaría a los más pequeños la responsabilidad que supone  tener un animal en casa: desde que comen, beben  , salen,  hacen sus necesidades, .","premise","andres.segura","2023-03-09 19:20:03"
"7","Muy importante, concienciar contra el maltrato y el abandono, fomentar la adopción en detrimento de la compra-venta, .","claim","andres.segura","2023-03-09 19:20:03"
"8","Tienes mi apoyo Sería interesante junto con la propuesta de una ciudad amiga de los animales: Con espacios más grandes para las personas de perros y concienciación tendríamos una ciudad muy, muy bonita.","claim","andres.segura","2023-03-09 19:20:03"
"9","Me parece muy necesario.","claim","andres.segura","2023-03-09 19:20:03"
"10","Pero junto con esta medida muy acertada tienen ir unidas otras medidas como campañas de esterilización, control máximo de la crianza de animales, no a la compra-venta de animales, sacrificio cero en las perreras y cambio de instalaciones donde los animales no estén encarcelados, etc.","premise","andres.segura","2023-03-09 19:20:03"
"11","Porque si no sería un contrasentido enbeducar en el respeto y no abandonó de animales, cuando las instituciones no hacen nada por cambiar el panorama general tan desolador.","premise","andres.segura","2023-03-09 19:20:03"
"12","Es decir, no tiene sentido decirle a un niño/a que respete y no abandone a un animal y desde las instituciones matando animales en las perreras, encarcelados tal holocausto infernal.","premise","andres.segura","2023-03-09 19:20:03"
"13","Entraría dentro del programa.","claim","andres.segura","2023-03-09 19:20:03"
"14","Los expertos en esta lucha sabrían perfectamente el contenido del programa y por supuesto entra eso que indicas.","premise","andres.segura","2023-03-09 19:20:03"
"15","La esterilización frente a la cría indiscriminada, la adopción frente a la compra-venta, la tenencia responsable y el sacrificio cero está unido.","premise","andres.segura","2023-03-09 19:20:03"
"16","El colegio está para formar y la familia para educar de padres a hijos y en este sentido puede ser de hijos a padres.","claim","andres.segura","2023-03-09 19:20:03"
"17","Los padres muchas veces aprendemos y nos concienciamos de aspectos de la vida gracias a nuestros hijos.","premise","andres.segura","2023-03-09 19:20:03"
"18","En el programa se puede incluir, a su vez, actividades en las que se hace partícipe a los familiares.","premise","andres.segura","2023-03-09 19:20:03"
"19","De la educación y la formación se crean hábitos, costumbres, valores y leyes.","premise","andres.segura","2023-03-09 19:20:03"
"20","Es una forma no muy rápida pero sí efectiva de llegar a las instituciones y hacer un mundo mejor.","premise","andres.segura","2023-03-09 19:20:03"
"21","Es muiy importante que los niños aprendan de pequeños a respetar y amar a los animales para conseguir acabar con eel maltrato animal y hacernos más conscientes de que somos un animal más y todos merecemos respeto.","claim","andres.segura","2023-03-09 19:20:03"
"22","Es muy importante la educación y respeto","claim","andres.segura","2023-03-09 19:20:03"
"23","pero porque nunca se habla de animales que están en peligro de extinción pero si de perros y gatos.","premise","andres.segura","2023-03-09 19:20:03"
"24","No tengo nada en contra de eso","premise","andres.segura","2023-03-09 19:20:03"
"25","pero claro como son animales que no vemos a diario no se comparte la empatia de los animales domesticos que hay por millones en todo el mundo.","premise","andres.segura","2023-03-09 19:20:03"
"26","Es importante la educación a favor de los animales y es vergonzoso e indignante ver como hay un monton de ciudadanos que se pasean por los mercados de Madrid y no se revelan al ver los cadaveres de inocentes animales expuestos como mercaderia.","claim","andres.segura","2023-03-09 19:20:03"
"27","Y ver como hay gente que aun compra sus trozos de carne para cocinarlos al fuego y luego deborarlos, muchas veces dejando trozos sin comer ni aprovechar,","claim","andres.segura","2023-03-09 19:20:03"
"28","lo que demuestra que no se come por necesidad, sino por el ansia de favorecer el maltrato animal.","premise","andres.segura","2023-03-09 19:20:03"
"29","El amor a los animales es mucho más extensivo que solamente los animales domésticos.","claim","andres.segura","2023-03-09 19:20:03"
"30","La propuesta es interesante pero me temo que nos estamos olvidando de temas que son prioritarios para la vida de muchas familias sin recursos que no pueden alimentar a sus hijos.","claim","andres.segura","2023-03-09 19:20:03"
"31","Os recuerdo que España es el país de la OCDE donde más avanzó la desigualdad durante la crisis.","premise","andres.segura","2023-03-09 19:20:03"
"32","La desigualdad en España avanza a un ritmo que supera hasta 14 veces a Grecia.","premise","andres.segura","2023-03-09 19:20:03"
"33","Hola, me parece genial tu propuesta para que se vote","claim","andres.segura","2023-03-09 19:20:03"
"34","pero gesto feo el que restes importancia a la propuesta de otro ciudadano tal y como has empezado tu comentario.","premise","andres.segura","2023-03-09 19:20:03"
"35","Cada uno tiene su escala de valores y prioridades e insisto en que los que nos preocupan los animales también nos preocupan las personas y los problemas que nos rodean.","claim","andres.segura","2023-03-09 19:20:03"
"36","Un problema no excluye al otro,","claim","andres.segura","2023-03-09 19:20:03"
"37","es decir, porque haya problemas por resolver con los humanos no significa que dejemos de ayudar al resto de animales.","premise","andres.segura","2023-03-09 19:20:03"
"38","Se puede ayudar a todos en la medida de lo posible y siempre que quieras.","claim","andres.segura","2023-03-09 19:20:03"
"39","El que una persona no valore las ayuda a los animales es una decisión personal y tan respetable como el que decide ayudar a los animales.","premise","andres.segura","2023-03-09 19:20:03"
"40","No son excluyentes pero en la vida siempre se prioriza en base a una escala de valores universal.","claim","andres.segura","2023-03-09 19:20:03"
