"ac_id","ac_text","ac_type","annotator","timestamp"
"1","Los días de celebración se convierten en un inconveniente para los vecinos y ciudadanos afectados teniendo que ser participes de una fiesta sin poder elegir.","claim","andres.segura","2023-01-09 21:53:56"
"2","Una celebración mayormente controlada y organizada en una zona fuera de centro de la ciudad no evitara a los participes de su fiesta, sin alterar la vida del resto de vecinos que sufren los efectos negativos de la misma.","claim","andres.segura","2023-01-09 21:53:56"
"3","La ciudad no dejara de obtener beneficios económicos en comercios, hoteles, etc.","claim","andres.segura","2023-01-09 21:53:56"
"4","Se puede organizar a modo de los macro festivales de musica, al no causar molestias al resto de ciudadanos se puede ilimitar la duración de la fiesta.","premise","andres.segura","2023-01-09 21:53:56"
"5","Mayor fiesta, menor molestia a resto de ciudadanos y los mismos ingresos.","premise","andres.segura","2023-01-09 21:53:56"
"6","Si pero eso solo lo sabe el vecino que lo sufre.","claim","andres.segura","2023-01-09 21:53:56"
"7","Es muy bonito ir de fiesta uno y que los demás se fastidien.","claim","andres.segura","2023-01-09 21:53:56"
"8","Ruidos, suciedades, cortes de tráfico etc.","premise","andres.segura","2023-01-09 21:53:56"
"9","Y no hablamos de un par de horas, son días y horas interminables para los que lo sufrimos.","premise","andres.segura","2023-01-09 21:53:56"
"10","Yo voto para que no se célebre nunca más ningúna victoria deportiva dentro de la capital nada de victorias en la Cibeles o paseillos de la selección española por la gran vía o el paseo de Recoletos, tampoco desfiles militares, .","claim","andres.segura","2023-01-09 21:53:56"
"11","Ya está bien de masificaciones, manifestaciones y cottes de tráfico.","claim","andres.segura","2023-01-09 21:53:56"
"12","A trabajar como Dios manda y a circular todos correctamente.","claim","andres.segura","2023-01-09 21:53:56"
"13","Estoy en total acuerdo, si me llaman homofogo me da igual pero las truchas al río que hacen menos ruido.","claim","andres.segura","2023-01-09 21:53:56"
"14","A demás que la tolerancia es cosa de ambas partes,","claim","andres.segura","2023-01-09 21:53:56"
"15","nosotros tenemos que aguantar no entiendo la fiesta porque tampoco hay la fiesta del orgullo heterosexual,","premise","andres.segura","2023-01-09 21:53:56"
"16","somos personas a pesar de la condición y no tiene a que esa fiesta. 
> Se te va la olla, en serio.","premise","andres.segura","2023-01-09 21:53:56"
"17","Son con los olores que duermo durante las fiestas del Orgullo, el de las micciones de cientos de personas.","claim","andres.segura","2023-01-09 21:53:56"
"18","Claro que se concilia el sueño por cansancio ya avanzada la madrugada y una vez que termina la algarabía, no sólo de los altavoces del escenario.","premise","andres.segura","2023-01-09 21:53:56"
"19","Nadie en mi barrio quiere esas fiestas, pregunten a comerciantes, también de bares y restaurantes.","claim","andres.segura","2023-01-09 21:53:56"
"20","Es la imposición de un colectivo.","premise","andres.segura","2023-01-09 21:53:56"
