"ac_id","ac_text","ac_type","annotator","timestamp"
"1","Cambiar nombre de la Estación Metro l1 Iglesia por Pintor Sorolla","major claim","andres.segura","2023-03-13 18:21:40"
"2","No se entiende en absoluto el nombre, totalmente fuera de lugar, cuando está a 100 metros el museo Sorolla de Madrid.","claim","andres.segura","2023-03-13 18:21:40"
"3","Casa-Museo del Pintor Sorolla a apenas 100 metros calle martinez campos ¿por qué no se le da a la estación un nombre que realmente identifique la zona con la parada?","claim","andres.segura","2023-03-13 18:21:40"
"4","Reforzará el turismo, la cultura y la identidad madrileña.","premise","andres.segura","2023-03-13 18:21:40"
"5","Veis lo que se produce con todas estas iniciativas Odios y peleas.","claim","andres.segura","2023-03-13 18:21:40"
"6","Y la biblioteca Central de Madrid a 50 metros detras de la iglesia, la sinagoga de Madrid, etc.","claim","andres.segura","2023-03-13 18:21:40"
"7","Además si por iglesias fuera la mitad de las paradas de metro de Madrid deberían llamarse iglesia.","premise","andres.segura","2023-03-13 18:21:40"
"8","El barrio se llama Iglesia y no me parece mal que persista el nombre si persiste el nombre de barrio.","claim","andres.segura","2023-03-13 18:21:40"
"9","Eso es mentira, el barrio no se llama iglesia.","claim","andres.segura","2023-03-13 18:21:40"
"10","Al autor de la propuesta la aconsejaría que se informara sobre los criterios a veces pintorescos que se han usado para nombrar las estaciones de metro.","claim","andres.segura","2023-03-13 18:21:40"
"11","Por ejemplo, no existe la calle Islas Filipinas pero sí que hay una estación con ese nombre. O la estación Metropolitano también tiene su historia, o Tribunal, o Quevedo que no tiene nada que ver con el escritor, o la reciente Paco de Lucía.","premise","andres.segura","2023-03-13 18:21:40"
"12","El verdadero problema detrás de esta propuesta está en que por desgracia, es muy fácil caer en la polémica del laicismo-antilaicismo.","claim","andres.segura","2023-03-13 18:21:40"
"13","Hay una propuesta cultural con base detrás coherencia nominal que podría atraer a cierto público que desconoce la existencia del museo, sin entrar en cuánto pero no hay necesidad de cambio, porque el nombre es histórico y no es ofensivo.","premise","andres.segura","2023-03-13 18:21:40"
"14","La duda de la gente puede estar en que si se llamase Santa Engracia o Eloy Gonzalo podría no haber problema a priori, pero se llama Iglesia.","premise","andres.segura","2023-03-13 18:21:40"
"15","Y es porque hay y había una Iglesia muy llamativa en el momento de la creación de la que fue la segunda parada del Metro de Madrid.","premise","andres.segura","2023-03-13 18:21:40"
"16","No soy partidario de cambiarle el nombre, pero al menos, entiendo y respeto la base cultura detrás de ella, aunque las etiquetas elegidas no me parecen las más coherentes con la propuesta y tal vez despistan ligeramente al que puede tomarse en serio la propuesta.","premise","andres.segura","2023-03-13 18:21:40"
"17","La parada de metro se denomina así porque cuando se creó el barrio de Chamberí esa plaza se llamaba así, al igual que el Pº General Martínez Campos se llamaba Pº del Obelisco o el Pº de Eduardo Dato, Pº del Cisne.","claim","andres.segura","2023-03-13 18:21:40"
"18","Es una reminiscencia histórica, cuando se cambió el nombre a la Plaza, no se hizo lo mismo con la parada de metro, que se lleva llamando así desde su fundación en 1919","premise","andres.segura","2023-03-13 18:21:40"
"19","Por favor, dediquemos tiempo y dinero a mejorar la vida de los ciudadanos. Y no a tonterías que no nos aportan nada.","claim","andres.segura","2023-03-13 18:21:40"
"20","En vez de gastar el dinero en nuevos carteles para las calles, ¿no será mejor dedicarlo en otras cosas?","premise","andres.segura","2023-03-13 18:21:40"
"21","La plaza se llamaba así antes debido a la iglesia que está en dicha plaza.","claim","andres.segura","2023-03-13 18:21:40"
"22","La iglesia está a 0 metros de las bocas del metro, mientras que el museo sorrolla está a 600 metros.","premise","andres.segura","2023-03-13 18:21:40"
"23","Lo que no se entiende en absoluto es está propuesta ya de paso que cambien el de Gregorio Marañon o Ruben Dario que pillan más cerca.","claim","andres.segura","2023-03-13 18:21:40"
