"ac_id","ac_text","ac_type","annotator","timestamp"
"1","Prohibir música a través de dispositivos sin auriculares en Transporte Público","major claim","andres.segura","2023-01-06 15:36:18"
"2","Todos los usuarios de Transporte Público hemos viajado en un vagón, autobús o asiento, cerca de personas con recursos para un teléfono inteligente pero no para los auriculares.","claim","andres.segura","2023-01-06 15:36:18"
"3","Es incómodo y molesto.","premise","andres.segura","2023-01-06 15:36:18"
"4","La propuesta es prohibir y sancionar a todas aquellas personas que hagan uso de dispositivos móviles sin auriculares, ya sea para escuchar música o jugar videojuegos, pues incomodan al resto de usuarios, contaminan de forma acústica, no respetan el descanso del viaje o el silencio de la lectura y distan con su actitud de una convivencia en armonía, paradojicamente.","major claim","andres.segura","2023-01-06 15:36:18"
"5","En ningún caso se menciona en esta propuesta cualquier otro uso de funcionalidad lógica de un teléfono móvil, como llamadas o mensajes de cualquier tipo.","premise","andres.segura","2023-01-06 15:36:18"
"6","Incluiría radios o videoconsolas, en general dispositivos sin auriculares.","premise","andres.segura","2023-01-06 15:36:18"
"7","Es triste que haya que prohibirlo.","claim","andres.segura","2023-01-06 15:36:18"
"8","Aunque lo primero que prohibiría es el sonido de las teles del metro.","claim","andres.segura","2023-01-06 15:36:18"
"9","Recuerdo que cuando las pusieron dijeron: Van a ser sin sonido para respetar al pasajero ¿Dónde quedó aquello?.","premise","andres.segura","2023-01-06 15:36:18"
"10","Quizás sería buena idea proponer que ese sonido de las televisiones vaya vía Bluetooth, desconozco si ese precisamente sería posible, pero por mentar un sistema de conexión inalámbrico, y así poder disfrutar sin molestar a nadie del sonido de las televisiones.","claim","andres.segura","2023-01-06 15:36:18"
"11","Siempre y cuando dejen de ser propaganda política como antaño, todo sea dicho.","premise","andres.segura","2023-01-06 15:36:18"
"12","Entonces también es aplicable a la gente que toca un instrumento, con el altavoz sonando a todo trapo por el interior del vagón, pidiendo unas monedas.","claim","andres.segura","2023-01-06 15:36:18"
"13","Gracias por atender mi propuesta, pero no pretendo confundir mala educación con mendicidad.","premise","andres.segura","2023-01-06 15:36:18"
"14","Son cosas muy diferentes y no la contemplo en mi propuesta.","premise","andres.segura","2023-01-06 15:36:18"
"15","Sería bueno aprovechar los huecos para publicidad sin vender para promover una campaña de civismo en el metro: auriculares, asientos para embarazadas, etc.","claim","andres.segura","2023-01-06 15:36:18"
