"ac_id","ac_text","ac_type","annotator","timestamp"
"1","Fuera motos y bicicletas del carril autobús","major claim","andres.segura","2023-01-20 18:55:08"
"2","Supongo que habrás querido referirte a las bicicletas, porque son los únicos que pueden entorpecer el tráfico de los autobuses y de todos los vehículos, sean públicos o privados","claim","andres.segura","2023-01-20 18:55:08"
"3","Coincido contigo en que es frustrante que el autobús tenga que ir a 10 km por hora, por culpa de una bicicleta o varias que ocupan su carril.","claim","andres.segura","2023-01-20 18:55:08"
"4","Porque lo que es imposible es que una moto obstaculice un autobús, del todo imposible porque corren mucho más y no hacen paradas.","premise","andres.segura","2023-01-20 18:55:08"
"5","Como comentaba a otro ciudadano, las motos lo utilizan para adelantar, cambiando de carril cuando les interesa y más de una y dos veces los autobuses tiene que frenar en seco, con el consiguiente peligro para los ocupantes cuando las motos se meten a saco delante de ellos.","claim","andres.segura","2023-01-20 18:55:08"
"6","Si lo tuvieran prohibido, se evitaría esto.","premise","andres.segura","2023-01-20 18:55:08"
"7","Eso por no hablar de cuando paran para aparcar en la acera y el autobús debe adelantarlas.","premise","andres.segura","2023-01-20 18:55:08"
"8","No me refería sólo al caso de circulación en condiciones óptimas por gente responsable.","premise","andres.segura","2023-01-20 18:55:08"
"9","Pero en mi vida he hecho frenar a un autobús, más bien siempre ha sido todo lo contrario.","claim","andres.segura","2023-01-20 18:55:08"
"10","Pero no me quejo porque el carril es del autobús y los demás tenemos que usarlo sin estorbar.","premise","andres.segura","2023-01-20 18:55:08"
"11","En cuanto a esos motoristas que comentas, seguramente los hay.","premise","andres.segura","2023-01-20 18:55:08"
"12","Yo no he visto a ningún autobús dar frenazo por eso, pero seguramente haya ocurrido.","claim","andres.segura","2023-01-20 18:55:08"
"13","De todas formas, creo que eso debe ocurrir muy pocas veces.","premise","andres.segura","2023-01-20 18:55:08"
"14","Me baso en mi experiencia diaria para decir esto.","premise","andres.segura","2023-01-20 18:55:08"
"15","Pues leyendote más me pareces un taxista al que le molesta las motos, que en un usuario preocupado por que los autobuses puedan tener que parar en en algún momento.","claim","andres.segura","2023-01-20 18:55:08"
"16","Más bien el único que a mi entender puede tener conflicto por la forma de conducir son los taxistas con las motos, y he de decir que em mi opinión los motoristas tendrían que tener preferencia, al no hacer paradas ante los autobues subidas y bajadas y no con gestionarlo recordemos que en el espacio de un vehículo pueden llegar a caber 6 motos.","premise","andres.segura","2023-01-20 18:55:08"
"17","Pues no soy taxista, pero parece que tienes algo contra ellos.","claim","andres.segura","2023-01-20 18:55:08"
"18","Y lo de que la moto ocupe menos lugar no tiene relación con al propuesta.","claim","andres.segura","2023-01-20 18:55:08"
"19","Cualquier servicio público debe tener prioridad sobre uno privado.","claim","andres.segura","2023-01-20 18:55:08"
"20","Y recuerda que una moto contamina tanto como un coche y cabe menos gente.","claim","andres.segura","2023-01-20 18:55:08"
"21","No son problemas de espacio, sino de salud pública.","claim","andres.segura","2023-01-20 18:55:08"
"22","Mejor una bicicleta o andar que cualquier cosa a motor.","premise","andres.segura","2023-01-20 18:55:08"
"23","Los autobuses son los vehículos de la vía que Mejor pueden Proteger la Seguridad de un ciclista.","claim","andres.segura","2023-01-20 18:55:08"
"24","Sabemos que los ciclistas son personas que utilizan un medio de transporte con escasos sistemas de protección al conductor que viaja a una velocidad media de 25 Km/h por la vía.","premise","andres.segura","2023-01-20 18:55:08"
"25","En este momento en la mayoría de los itinerarios urbanos en bicicleta el ciclista tiene tre posibilidades: 1 ir por la acera. 2 ir por el carril autobús. 3 ir por la carretera con los demás vehículos a motor.","claim","andres.segura","2023-01-20 18:55:08"
"26","El avance por la acera ouede ser lento y trabajoso para el ciclista cuando no peligroso para él y los demás usuarios.","premise","andres.segura","2023-01-20 18:55:08"
"27","El avance por carretera se hace más rápido, pero a cambio se entra en un juego potencialmente mortal a la vez que muy desigual con los demás usuarios; debido a diferente rango de velocidades y exposición personal en colisiones.","premise","andres.segura","2023-01-20 18:55:08"
"28","Estamos en tiempos de adaptación y las bicicletas se imponen como una de las soluciones a problemas urbanos como la contaminación o el transporte.","claim","andres.segura","2023-01-20 18:55:08"
"29","El carrilbus es un servicio público.","claim","andres.segura","2023-01-20 18:55:08"
"30","Los taxis entorpecen al realizar frecuentes paradas, las bicicletas sobre todo eléctricas o motos suelen ir a la velocidad adecuada","claim","andres.segura","2023-01-20 18:55:08"
"31","aunque como se ha indicado no deberían circular por el carril autobús.","premise","andres.segura","2023-01-20 18:55:08"
"32","Más bien al contrario propondría que los carriles autobús sean válidos para bicicletas.","claim","andres.segura","2023-01-20 18:55:08"
